id,country,year,gini,gdp,population,eu_membership,oecd,incomegroup
12687,Moldova,1997,36.94,5481,4286477,Non-EU,Non-OECD,Lower middle income
12688,Moldova,1998,42.6,5124,4254835,Non-EU,Non-OECD,Lower middle income
12689,Moldova,1998,39.52,5124,4254835,Non-EU,Non-OECD,Lower middle income
12690,Moldova,1999,44.1,4960,4225835,Non-EU,Non-OECD,Lower middle income
12691,Moldova,1999,42.62,4960,4225835,Non-EU,Non-OECD,Lower middle income
12692,Moldova,2000,39.2,5074,4202659,Non-EU,Non-OECD,Lower middle income
12693,Moldova,2000,43.7,5074,4202659,Non-EU,Non-OECD,Lower middle income
12694,Moldova,2000,36.43,5074,4202659,Non-EU,Non-OECD,Lower middle income
12695,Moldova,2001,39.1,5396,4187097.25,Non-EU,Non-OECD,Lower middle income
12696,Moldova,2001,43.5,5396,4187097.25,Non-EU,Non-OECD,Lower middle income
12697,Moldova,2001,37.99,5396,4187097.25,Non-EU,Non-OECD,Lower middle income
12698,Moldova,2002,42.6,5830,4178228,Non-EU,Non-OECD,Lower middle income
12699,Moldova,2002,43.6,5830,4178228,Non-EU,Non-OECD,Lower middle income
12700,Moldova,2002,35.85,5830,4178228,Non-EU,Non-OECD,Lower middle income
12701,Moldova,2003,37.2,6233,4173276,Non-EU,Non-OECD,Lower middle income
12702,Moldova,2003,41.1,6233,4173276,Non-EU,Non-OECD,Lower middle income
12703,Moldova,2003,34.9,6233,4173276,Non-EU,Non-OECD,Lower middle income
12704,Moldova,2004,34.2,6710,4167962,Non-EU,Non-OECD,Lower middle income
12705,Moldova,2004,42.2,6710,4167962,Non-EU,Non-OECD,Lower middle income
12706,Moldova,2004,35.03,6710,4167962,Non-EU,Non-OECD,Lower middle income
12707,Moldova,2005,37.7,7231,4159296,Non-EU,Non-OECD,Lower middle income
12708,Moldova,2005,43,7231,4159296,Non-EU,Non-OECD,Lower middle income
12709,Moldova,2005,36.28,7231,4159296,Non-EU,Non-OECD,Lower middle income
12710,Moldova,2006,32.7,7600,4146264.25,Non-EU,Non-OECD,Lower middle income
12711,Moldova,2006,38.5,7600,4146264.25,Non-EU,Non-OECD,Lower middle income
12712,Moldova,2006,35.4,7600,4146264.25,Non-EU,Non-OECD,Lower middle income
12713,Moldova,2007,34.42,7846,4130129,Non-EU,Non-OECD,Lower middle income
12714,Moldova,2008,34.69,8474,4112886.25,Non-EU,Non-OECD,Lower middle income
12715,Moldova,2009,32.91,7975,4097515.25,Non-EU,Non-OECD,Lower middle income
12716,Moldova,2010,32.05,8550,4086090,Non-EU,Non-OECD,Lower middle income
12717,Moldova,2011,30.63,9053,4079167,Non-EU,Non-OECD,Lower middle income
12718,Moldova,2012,29.16,9001,4075804,Non-EU,Non-OECD,Lower middle income
12719,Moldova,2013,28.53,9817,4074585,Non-EU,Non-OECD,Lower middle income
12720,Moldova,2014,26.83,10314,4073407,Non-EU,Non-OECD,Lower middle income
12721,Moldova,2015,27.03,10361,4070705,Non-EU,Non-OECD,Lower middle income
12722,Moldova,2016,26.35,10943,4066013,Non-EU,Non-OECD,Lower middle income
12723,Moldova,2017,25.9,11651,4059687,Non-EU,Non-OECD,Lower middle income
12724,Moldova,2018,25.66,12373,4051950,Non-EU,Non-OECD,Lower middle income
12725,Mongolia,1995,33.2,4129,2298017,Non-EU,Non-OECD,Lower middle income
12726,Mongolia,1997,31.4,4315,2335744,Non-EU,Non-OECD,Lower middle income
12727,Mongolia,1997,24.5,4315,2335744,Non-EU,Non-OECD,Lower middle income
12728,Mongolia,1997,32.1,4315,2335744,Non-EU,Non-OECD,Lower middle income
12729,Mongolia,1997,26.3,4315,2335744,Non-EU,Non-OECD,Lower middle income
12730,Mongolia,1998,30.27,4421,2355667,Non-EU,Non-OECD,Lower middle income
12731,Mongolia,2002,32.89,4792,2443261,Non-EU,Non-OECD,Lower middle income
12732,Mongolia,2008,35.82,7361,2631899,Non-EU,Non-OECD,Lower middle income
12733,Mongolia,2010,33.08,7480,2719902,Non-EU,Non-OECD,Lower middle income
12734,Mongolia,2011,33.88,8613,2770357,Non-EU,Non-OECD,Lower middle income
12735,Mongolia,2012,33.75,9488,2824698,Non-EU,Non-OECD,Lower middle income
12736,Mongolia,2014,32.04,10980,2940111,Non-EU,Non-OECD,Lower middle income
12737,Mongolia,2016,32.35,10940,3056358,Non-EU,Non-OECD,Lower middle income
12738,Mongolia,2018,32.74,11916,3170214,Non-EU,Non-OECD,Lower middle income
12739,Montenegro,2005,30.22,14009,616388,Non-EU,Non-OECD,Upper middle income
12740,Montenegro,2006,30.04,15191,617863,Non-EU,Non-OECD,Upper middle income
12741,Montenegro,2007,31.45,16203,619554,Non-EU,Non-OECD,Upper middle income
12742,Montenegro,2008,30.49,17342,621312,Non-EU,Non-OECD,Upper middle income
12743,Montenegro,2009,31.01,16302,622933,Non-EU,Non-OECD,Upper middle income
12744,Montenegro,2010,28.89,16717,624279,Non-EU,Non-OECD,Upper middle income
12745,Montenegro,2011,30.82,17239,625271,Non-EU,Non-OECD,Upper middle income
12746,Montenegro,2012,41.22,16755,625931,Non-EU,Non-OECD,Upper middle income
12747,Montenegro,2012,32.27,16755,625931,Non-EU,Non-OECD,Upper middle income
12748,Montenegro,2013,38.5,17333,626342,Non-EU,Non-OECD,Upper middle income
12749,Montenegro,2013,39.02,17333,626342,Non-EU,Non-OECD,Upper middle income
12750,Montenegro,2013,32.44,17333,626342,Non-EU,Non-OECD,Upper middle income
12751,Montenegro,2014,36.5,17625,626650,Non-EU,Non-OECD,Upper middle income
12752,Montenegro,2014,38.77,17625,626650,Non-EU,Non-OECD,Upper middle income
12753,Montenegro,2014,31.93,17625,626650,Non-EU,Non-OECD,Upper middle income
12754,Montenegro,2015,36.5,18212,626957,Non-EU,Non-OECD,Upper middle income
12755,Montenegro,2015,39.01,18212,626957,Non-EU,Non-OECD,Upper middle income
12756,Montenegro,2016,36.5,18745,627271,Non-EU,Non-OECD,Upper middle income
12757,Montenegro,2017,36.7,19627,627563,Non-EU,Non-OECD,Upper middle income
12758,Montenegro,2018,34.7,20629,627803,Non-EU,Non-OECD,Upper middle income
12759,Montenegro,2019,34.1,21470,627988,Non-EU,Non-OECD,Upper middle income
12760,Morocco,1955,48.6,2186,10502658,Non-EU,Non-OECD,Lower middle income
12761,Morocco,1960,50,1958,12328532,Non-EU,Non-OECD,Lower middle income
12762,Morocco,1965,50,2054,14230163,Non-EU,Non-OECD,Lower middle income
12763,Morocco,1969,56,2314,15656846,Non-EU,Non-OECD,Lower middle income
12764,Morocco,1970,54.5,2382,16004732,Non-EU,Non-OECD,Lower middle income
12765,Morocco,1975,59,2699,17796172,Non-EU,Non-OECD,Lower middle income
12766,Morocco,1980,52.4,3349,19990006,Non-EU,Non-OECD,Lower middle income
12767,Morocco,1985,39.19,3499,22499112,Non-EU,Non-OECD,Lower middle income
12768,Morocco,1985,31.7,3499,22499112,Non-EU,Non-OECD,Lower middle income
12769,Morocco,1985,40.5,3499,22499112,Non-EU,Non-OECD,Lower middle income
12770,Morocco,1991,39.2,4020,25260406,Non-EU,Non-OECD,Lower middle income
12771,Morocco,1991,31.2,4020,25260406,Non-EU,Non-OECD,Lower middle income
12772,Morocco,1991,38.2,4020,25260406,Non-EU,Non-OECD,Lower middle income
12773,Morocco,1995,35.6,3822,26994256,Non-EU,Non-OECD,Lower middle income
12774,Morocco,1999,39.46,4344,28455504,Non-EU,Non-OECD,Lower middle income
12775,Morocco,2001,40.64,4636,29126322,Non-EU,Non-OECD,Lower middle income
12776,Morocco,2007,41,5690,31163670,Non-EU,Non-OECD,Lower middle income
12777,Morocco,2007,33,5690,31163670,Non-EU,Non-OECD,Lower middle income
12778,Morocco,2007,41,5690,31163670,Non-EU,Non-OECD,Lower middle income
12779,Morocco,2007,40.72,5690,31163670,Non-EU,Non-OECD,Lower middle income
12780,Morocco,2014,39.55,6915,34192360,Non-EU,Non-OECD,Lower middle income
12781,Mozambique,1997,40,548,16397176,Non-EU,Non-OECD,Low income
12782,Mozambique,1997,53.56,548,16397176,Non-EU,Non-OECD,Low income
12783,Mozambique,1997,39.7,548,16397176,Non-EU,Non-OECD,Low income
12784,Mozambique,1997,37.3,548,16397176,Non-EU,Non-OECD,Low income
12785,Mozambique,1997,44.8,548,16397176,Non-EU,Non-OECD,Low income
12786,Mozambique,1997,44.2,548,16397176,Non-EU,Non-OECD,Low income
12787,Mozambique,2003,42,757,19331098,Non-EU,Non-OECD,Low income
12788,Mozambique,2003,47.04,757,19331098,Non-EU,Non-OECD,Low income
12789,Mozambique,2003,41.5,757,19331098,Non-EU,Non-OECD,Low income
12790,Mozambique,2003,40.5,757,19331098,Non-EU,Non-OECD,Low income
12791,Mozambique,2003,47.1,757,19331098,Non-EU,Non-OECD,Low income
12792,Mozambique,2003,46.8,757,19331098,Non-EU,Non-OECD,Low income
12793,Mozambique,2009,42,991,22894718,Non-EU,Non-OECD,Low income
12794,Mozambique,2009,45.58,991,22894718,Non-EU,Non-OECD,Low income
12795,Mozambique,2009,41.5,991,22894718,Non-EU,Non-OECD,Low income
12796,Mozambique,2009,39.7,991,22894718,Non-EU,Non-OECD,Low income
12797,Mozambique,2009,46,991,22894718,Non-EU,Non-OECD,Low income
12798,Mozambique,2009,44.5,991,22894718,Non-EU,Non-OECD,Low income
12799,Mozambique,2015,47,1263,27042002,Non-EU,Non-OECD,Low income
12800,Mozambique,2015,54,1263,27042002,Non-EU,Non-OECD,Low income
12801,Mozambique,2015,46.8,1263,27042002,Non-EU,Non-OECD,Low income
12802,Mozambique,2015,43.9,1263,27042002,Non-EU,Non-OECD,Low income
12803,Mozambique,2015,53.7,1263,27042002,Non-EU,Non-OECD,Low income
12804,Mozambique,2015,51.1,1263,27042002,Non-EU,Non-OECD,Low income
12805,Myanmar,1958,38.1,385,20819752,Non-EU,Non-OECD,Lower middle income
12806,Myanmar,1958,31.8,385,20819752,Non-EU,Non-OECD,Lower middle income
12807,Myanmar,1958,35,385,20819752,Non-EU,Non-OECD,Lower middle income
12808,Myanmar,2005,,1912,48949928,Non-EU,Non-OECD,Lower middle income
12809,Myanmar,2010,,3130,50600828,Non-EU,Non-OECD,Lower middle income
12810,Myanmar,2015,38.07,4269,52680724,Non-EU,Non-OECD,Lower middle income
12811,Myanmar,2017,30.7,4740,53382520,Non-EU,Non-OECD,Lower middle income
12812,Namibia,1994,70.1,6115,1591826,Non-EU,Non-OECD,Upper middle income
12813,Namibia,1994,74.3,6115,1591826,Non-EU,Non-OECD,Upper middle income
12814,Namibia,2004,60,7817,1907737,Non-EU,Non-OECD,Upper middle income
12815,Namibia,2004,63.32,7817,1907737,Non-EU,Non-OECD,Upper middle income
12816,Namibia,2010,59.7,8888,2118877,Non-EU,Non-OECD,Upper middle income
12817,Namibia,2010,,8888,2118877,Non-EU,Non-OECD,Upper middle income
12818,Namibia,2010,60.97,8888,2118877,Non-EU,Non-OECD,Upper middle income
12819,Namibia,2016,56,10267,2358044,Non-EU,Non-OECD,Upper middle income
12820,Namibia,2016,,10267,2358044,Non-EU,Non-OECD,Upper middle income
12821,Namibia,2016,59.07,10267,2358044,Non-EU,Non-OECD,Upper middle income
12822,Nauru,2013,,9906,10208,Non-EU,Non-OECD,High income
12823,Nepal,1977,53,1158,14028535,Non-EU,Non-OECD,Lower middle income
12824,Nepal,1985,30.06,1279,16858314,Non-EU,Non-OECD,Lower middle income
12825,Nepal,1996,50.5,1636,22090352,Non-EU,Non-OECD,Lower middle income
12826,Nepal,1996,35.21,1636,22090352,Non-EU,Non-OECD,Lower middle income
12827,Nepal,2004,43.77,1947,25419338,Non-EU,Non-OECD,Lower middle income
12828,Nepal,2011,32.84,2434,27041220,Non-EU,Non-OECD,Lower middle income
12829,Netherlands,1938,48,,,EU,OECD,High income
12830,Netherlands,1946,46,,,EU,OECD,High income
12831,Netherlands,1946,50,,,EU,OECD,High income
12832,Netherlands,1950,41,12725,10042051,EU,OECD,High income
12833,Netherlands,1950,45,12725,10042051,EU,OECD,High income
12834,Netherlands,1952,45,12912,10297986,EU,OECD,High income
12835,Netherlands,1962,44,18333,11766730,EU,OECD,High income
12836,Netherlands,1962,44,18333,11766730,EU,OECD,High income
12837,Netherlands,1962,42,18333,11766730,EU,OECD,High income
12838,Netherlands,1967,44.9,21945,12556841,EU,OECD,High income
12839,Netherlands,1967,35.4,21945,12556841,EU,OECD,High income
12840,Netherlands,1973,29.8,27761,13431187,EU,OECD,High income
12841,Netherlands,1973,34.4,27761,13431187,EU,OECD,High income
12842,Netherlands,1977,23.5,30087,13892920,EU,OECD,High income
12843,Netherlands,1977,28.4,30087,13892920,EU,OECD,High income
12844,Netherlands,1977,26.3,30087,13892920,EU,OECD,High income
12845,Netherlands,1977,42.6,30087,13892920,EU,OECD,High income
12846,Netherlands,1981,24.5,30826,14223757,EU,OECD,High income
12847,Netherlands,1981,29.8,30826,14223757,EU,OECD,High income
12848,Netherlands,1981,28.3,30826,14223757,EU,OECD,High income
12849,Netherlands,1983,28.42,30736,14365388,EU,OECD,High income
12850,Netherlands,1983,25.52,30736,14365388,EU,OECD,High income
12851,Netherlands,1983,30.88,30736,14365388,EU,OECD,High income
12852,Netherlands,1983,32.45,30736,14365388,EU,OECD,High income
12853,Netherlands,1983,29.87,30736,14365388,EU,OECD,High income
12854,Netherlands,1983,34.75,30736,14365388,EU,OECD,High income
12855,Netherlands,1983,28.37,30736,14365388,EU,OECD,High income
12856,Netherlands,1983,27.8,30736,14365388,EU,OECD,High income
12857,Netherlands,1983,29.4,30736,14365388,EU,OECD,High income
12858,Netherlands,1985,24.2,32434,14513947,EU,OECD,High income
12859,Netherlands,1985,29.2,32434,14513947,EU,OECD,High income
12860,Netherlands,1985,27.2,32434,14513947,EU,OECD,High income
12861,Netherlands,1985,47.3,32434,14513947,EU,OECD,High income
12862,Netherlands,1985,28.1,32434,14513947,EU,OECD,High income
12863,Netherlands,1987,27.57,33398,14682662,EU,OECD,High income
12864,Netherlands,1987,23.81,33398,14682662,EU,OECD,High income
12865,Netherlands,1987,31.3,33398,14682662,EU,OECD,High income
12866,Netherlands,1987,31.55,33398,14682662,EU,OECD,High income
12867,Netherlands,1987,28.91,33398,14682662,EU,OECD,High income
12868,Netherlands,1987,36.13,33398,14682662,EU,OECD,High income
12869,Netherlands,1987,26.77,33398,14682662,EU,OECD,High income
12870,Netherlands,1987,29.4,33398,14682662,EU,OECD,High income
12871,Netherlands,1987,29.9,33398,14682662,EU,OECD,High income
12872,Netherlands,1988,29,34049,14774031,EU,OECD,High income
12873,Netherlands,1989,29.6,35431,14868659,EU,OECD,High income
12874,Netherlands,1990,31.88,36633,14965442,EU,OECD,High income
12875,Netherlands,1990,27.38,36633,14965442,EU,OECD,High income
12876,Netherlands,1990,27.56,36633,14965442,EU,OECD,High income
12877,Netherlands,1990,32.86,36633,14965442,EU,OECD,High income
12878,Netherlands,1990,32.94,36633,14965442,EU,OECD,High income
12879,Netherlands,1990,28.92,36633,14965442,EU,OECD,High income
12880,Netherlands,1990,29.09,36633,14965442,EU,OECD,High income
12881,Netherlands,1990,34.54,36633,14965442,EU,OECD,High income
12882,Netherlands,1990,25.8,36633,14965442,EU,OECD,High income
12883,Netherlands,1990,32.2,36633,14965442,EU,OECD,High income
12884,Netherlands,1990,29.2,36633,14965442,EU,OECD,High income
12885,Netherlands,1990,47.4,36633,14965442,EU,OECD,High income
12886,Netherlands,1990,31.09,36633,14965442,EU,OECD,High income
12887,Netherlands,1991,25.6,37232,15064522,EU,OECD,High income
12888,Netherlands,1991,31.8,37232,15064522,EU,OECD,High income
12889,Netherlands,1991,27.1,37232,15064522,EU,OECD,High income
12890,Netherlands,1991,41.4,37232,15064522,EU,OECD,High income
12891,Netherlands,1992,25.5,37582,15165856,EU,OECD,High income
12892,Netherlands,1992,31.7,37582,15165856,EU,OECD,High income
12893,Netherlands,1993,32.23,37790,15268005,EU,OECD,High income
12894,Netherlands,1993,27.9,37790,15268005,EU,OECD,High income
12895,Netherlands,1993,27.79,37790,15268005,EU,OECD,High income
12896,Netherlands,1993,32.88,37790,15268005,EU,OECD,High income
12897,Netherlands,1993,34.07,37790,15268005,EU,OECD,High income
12898,Netherlands,1993,30.41,37790,15268005,EU,OECD,High income
12899,Netherlands,1993,30.39,37790,15268005,EU,OECD,High income
12900,Netherlands,1993,35.11,37790,15268005,EU,OECD,High income
12901,Netherlands,1993,25.7,37790,15268005,EU,OECD,High income
12902,Netherlands,1993,31.9,37790,15268005,EU,OECD,High income
12903,Netherlands,1993,30.43,37790,15268005,EU,OECD,High income
12904,Netherlands,1994,25.5,38675,15369121,EU,OECD,High income
12905,Netherlands,1994,31.7,38675,15369121,EU,OECD,High income
12906,Netherlands,1995,29,39684,15467852,EU,OECD,High income
12907,Netherlands,1995,29.56,39684,15467852,EU,OECD,High income
12908,Netherlands,1995,24.85,39684,15467852,EU,OECD,High income
12909,Netherlands,1995,24.61,39684,15467852,EU,OECD,High income
12910,Netherlands,1995,27.41,39684,15467852,EU,OECD,High income
12911,Netherlands,1995,32.73,39684,15467852,EU,OECD,High income
12912,Netherlands,1995,26.6,39684,15467852,EU,OECD,High income
12913,Netherlands,1995,25.94,39684,15467852,EU,OECD,High income
12914,Netherlands,1995,26.77,39684,15467852,EU,OECD,High income
12915,Netherlands,1995,25.3,39684,15467852,EU,OECD,High income
12916,Netherlands,1995,31.6,39684,15467852,EU,OECD,High income
12917,Netherlands,1995,29.7,39684,15467852,EU,OECD,High income
12918,Netherlands,1995,48.4,39684,15467852,EU,OECD,High income
12919,Netherlands,1996,29,40883,15563252,EU,OECD,High income
12920,Netherlands,1996,32.39,40883,15563252,EU,OECD,High income
12921,Netherlands,1996,27.73,40883,15563252,EU,OECD,High income
12922,Netherlands,1996,27.63,40883,15563252,EU,OECD,High income
12923,Netherlands,1996,29.72,40883,15563252,EU,OECD,High income
12924,Netherlands,1996,34.43,40883,15563252,EU,OECD,High income
12925,Netherlands,1996,28.46,40883,15563252,EU,OECD,High income
12926,Netherlands,1996,27.83,40883,15563252,EU,OECD,High income
12927,Netherlands,1996,28.05,40883,15563252,EU,OECD,High income
12928,Netherlands,1996,25.7,40883,15563252,EU,OECD,High income
12929,Netherlands,1996,32,40883,15563252,EU,OECD,High income
12930,Netherlands,1997,26,42434,15655482,EU,OECD,High income
12931,Netherlands,1997,32.72,42434,15655482,EU,OECD,High income
12932,Netherlands,1997,28.36,42434,15655482,EU,OECD,High income
12933,Netherlands,1997,28.04,42434,15655482,EU,OECD,High income
12934,Netherlands,1997,30.26,42434,15655482,EU,OECD,High income
12935,Netherlands,1997,34.53,42434,15655482,EU,OECD,High income
12936,Netherlands,1997,29.01,42434,15655482,EU,OECD,High income
12937,Netherlands,1997,28.4,42434,15655482,EU,OECD,High income
12938,Netherlands,1997,28.86,42434,15655482,EU,OECD,High income
12939,Netherlands,1997,25.8,42434,15655482,EU,OECD,High income
12940,Netherlands,1997,31.7,42434,15655482,EU,OECD,High income
12941,Netherlands,1998,25,44140,15745650,EU,OECD,High income
12942,Netherlands,1998,29.38,44140,15745650,EU,OECD,High income
12943,Netherlands,1998,24.53,44140,15745650,EU,OECD,High income
12944,Netherlands,1998,24.14,44140,15745650,EU,OECD,High income
12945,Netherlands,1998,26.77,44140,15745650,EU,OECD,High income
12946,Netherlands,1998,32.6,44140,15745650,EU,OECD,High income
12947,Netherlands,1998,26.68,44140,15745650,EU,OECD,High income
12948,Netherlands,1998,25.79,44140,15745650,EU,OECD,High income
12949,Netherlands,1998,26.2,44140,15745650,EU,OECD,High income
12950,Netherlands,1998,31.8,44140,15745650,EU,OECD,High income
12951,Netherlands,1999,26,46055,15835525,EU,OECD,High income
12952,Netherlands,1999,29.34,46055,15835525,EU,OECD,High income
12953,Netherlands,1999,24.42,46055,15835525,EU,OECD,High income
12954,Netherlands,1999,23.86,46055,15835525,EU,OECD,High income
12955,Netherlands,1999,26.15,46055,15835525,EU,OECD,High income
12956,Netherlands,1999,31.87,46055,15835525,EU,OECD,High income
12957,Netherlands,1999,25.84,46055,15835525,EU,OECD,High income
12958,Netherlands,1999,24.85,46055,15835525,EU,OECD,High income
12959,Netherlands,1999,25.27,46055,15835525,EU,OECD,High income
12960,Netherlands,1999,32,46055,15835525,EU,OECD,High income
12961,Netherlands,1999,28.06,46055,15835525,EU,OECD,High income
12962,Netherlands,2000,28.14,47645,15926188,EU,OECD,High income
12963,Netherlands,2000,23.21,47645,15926188,EU,OECD,High income
12964,Netherlands,2000,23.2,47645,15926188,EU,OECD,High income
12965,Netherlands,2000,28.86,47645,15926188,EU,OECD,High income
12966,Netherlands,2000,31.51,47645,15926188,EU,OECD,High income
12967,Netherlands,2000,27.56,47645,15926188,EU,OECD,High income
12968,Netherlands,2000,27.58,47645,15926188,EU,OECD,High income
12969,Netherlands,2000,33.09,47645,15926188,EU,OECD,High income
12970,Netherlands,2000,29,47645,15926188,EU,OECD,High income
12971,Netherlands,2000,29.99,47645,15926188,EU,OECD,High income
12972,Netherlands,2000,25.15,47645,15926188,EU,OECD,High income
12973,Netherlands,2000,24.76,47645,15926188,EU,OECD,High income
12974,Netherlands,2000,27.09,47645,15926188,EU,OECD,High income
12975,Netherlands,2000,32.27,47645,15926188,EU,OECD,High income
12976,Netherlands,2000,26.31,47645,15926188,EU,OECD,High income
12977,Netherlands,2000,25.41,47645,15926188,EU,OECD,High income
12978,Netherlands,2000,26.06,47645,15926188,EU,OECD,High income
12979,Netherlands,2000,32.5,47645,15926188,EU,OECD,High income
12980,Netherlands,2000,29.2,47645,15926188,EU,OECD,High income
12981,Netherlands,2000,42.4,47645,15926188,EU,OECD,High income
12982,Netherlands,2001,27,48387,16018112,EU,OECD,High income
12983,Netherlands,2001,29.01,48387,16018112,EU,OECD,High income
12984,Netherlands,2001,24.22,48387,16018112,EU,OECD,High income
12985,Netherlands,2001,23.69,48387,16018112,EU,OECD,High income
12986,Netherlands,2001,25.88,48387,16018112,EU,OECD,High income
12987,Netherlands,2001,31.59,48387,16018112,EU,OECD,High income
12988,Netherlands,2001,25.93,48387,16018112,EU,OECD,High income
12989,Netherlands,2001,24.93,48387,16018112,EU,OECD,High income
12990,Netherlands,2001,25.28,48387,16018112,EU,OECD,High income
12991,Netherlands,2002,27,48184,16110355,EU,OECD,High income
12992,Netherlands,2002,30.31,48184,16110355,EU,OECD,High income
12993,Netherlands,2002,25.45,48184,16110355,EU,OECD,High income
12994,Netherlands,2002,25.05,48184,16110355,EU,OECD,High income
12995,Netherlands,2002,27.18,48184,16110355,EU,OECD,High income
12996,Netherlands,2002,32.83,48184,16110355,EU,OECD,High income
12997,Netherlands,2002,26.57,48184,16110355,EU,OECD,High income
12998,Netherlands,2002,25.72,48184,16110355,EU,OECD,High income
12999,Netherlands,2002,25.8,48184,16110355,EU,OECD,High income
13000,Netherlands,2003,27,48032,16200948,EU,OECD,High income
13001,Netherlands,2004,29.8,48815,16287183,EU,OECD,High income
13002,Netherlands,2005,31.14,49700,16367153,EU,OECD,High income
13003,Netherlands,2005,27.01,49700,16367153,EU,OECD,High income
13004,Netherlands,2005,27.36,49700,16367153,EU,OECD,High income
13005,Netherlands,2005,33.12,49700,16367153,EU,OECD,High income
13006,Netherlands,2005,33.95,49700,16367153,EU,OECD,High income
13007,Netherlands,2005,30.99,49700,16367153,EU,OECD,High income
13008,Netherlands,2005,31.28,49700,16367153,EU,OECD,High income
13009,Netherlands,2005,37.4,49700,16367153,EU,OECD,High income
13010,Netherlands,2005,26.9,49700,16367153,EU,OECD,High income
13011,Netherlands,2005,30.74,49700,16367153,EU,OECD,High income
13012,Netherlands,2005,26.69,49700,16367153,EU,OECD,High income
13013,Netherlands,2005,27.08,49700,16367153,EU,OECD,High income
13014,Netherlands,2005,32.95,49700,16367153,EU,OECD,High income
13015,Netherlands,2005,33.82,49700,16367153,EU,OECD,High income
13016,Netherlands,2005,30.88,49700,16367153,EU,OECD,High income
13017,Netherlands,2005,31.18,49700,16367153,EU,OECD,High income
13018,Netherlands,2005,37.31,49700,16367153,EU,OECD,High income
13019,Netherlands,2005,28.4,49700,16367153,EU,OECD,High income
13020,Netherlands,2005,42.6,49700,16367153,EU,OECD,High income
13021,Netherlands,2005,29.05,49700,16367153,EU,OECD,High income
13022,Netherlands,2006,26.4,51338,16440092,EU,OECD,High income
13023,Netherlands,2006,29.86,51338,16440092,EU,OECD,High income
13024,Netherlands,2006,26.43,51338,16440092,EU,OECD,High income
13025,Netherlands,2006,26.84,51338,16440092,EU,OECD,High income
13026,Netherlands,2006,33.14,51338,16440092,EU,OECD,High income
13027,Netherlands,2006,34.6,51338,16440092,EU,OECD,High income
13028,Netherlands,2006,32.15,51338,16440092,EU,OECD,High income
13029,Netherlands,2006,32.42,51338,16440092,EU,OECD,High income
13030,Netherlands,2006,38.12,51338,16440092,EU,OECD,High income
13031,Netherlands,2006,28,51338,16440092,EU,OECD,High income
13032,Netherlands,2006,42.4,51338,16440092,EU,OECD,High income
13033,Netherlands,2006,30.04,51338,16440092,EU,OECD,High income
13034,Netherlands,2007,27.6,53159,16506652,EU,OECD,High income
13035,Netherlands,2007,30.85,53159,16506652,EU,OECD,High income
13036,Netherlands,2007,27.56,53159,16506652,EU,OECD,High income
13037,Netherlands,2007,28.02,53159,16506652,EU,OECD,High income
13038,Netherlands,2007,34.76,53159,16506652,EU,OECD,High income
13039,Netherlands,2007,34.83,53159,16506652,EU,OECD,High income
13040,Netherlands,2007,32.61,53159,16506652,EU,OECD,High income
13041,Netherlands,2007,32.9,53159,16506652,EU,OECD,High income
13042,Netherlands,2007,39,53159,16506652,EU,OECD,High income
13043,Netherlands,2007,29.5,53159,16506652,EU,OECD,High income
13044,Netherlands,2007,43,53159,16506652,EU,OECD,High income
13045,Netherlands,2007,29.59,53159,16506652,EU,OECD,High income
13046,Netherlands,2008,30.28,54102,16568105,EU,OECD,High income
13047,Netherlands,2008,27.56,54102,16568105,EU,OECD,High income
13048,Netherlands,2008,27.92,54102,16568105,EU,OECD,High income
13049,Netherlands,2008,34.52,54102,16568105,EU,OECD,High income
13050,Netherlands,2008,34.45,54102,16568105,EU,OECD,High income
13051,Netherlands,2008,32.61,54102,16568105,EU,OECD,High income
13052,Netherlands,2008,32.91,54102,16568105,EU,OECD,High income
13053,Netherlands,2008,39.12,54102,16568105,EU,OECD,High income
13054,Netherlands,2008,27.6,54102,16568105,EU,OECD,High income
13055,Netherlands,2008,30.36,54102,16568105,EU,OECD,High income
13056,Netherlands,2008,27.64,54102,16568105,EU,OECD,High income
13057,Netherlands,2008,28.03,54102,16568105,EU,OECD,High income
13058,Netherlands,2008,34.83,54102,16568105,EU,OECD,High income
13059,Netherlands,2008,34.48,54102,16568105,EU,OECD,High income
13060,Netherlands,2008,32.65,54102,16568105,EU,OECD,High income
13061,Netherlands,2008,32.95,54102,16568105,EU,OECD,High income
13062,Netherlands,2008,39.15,54102,16568105,EU,OECD,High income
13063,Netherlands,2008,28.6,54102,16568105,EU,OECD,High income
13064,Netherlands,2008,41.7,54102,16568105,EU,OECD,High income
13065,Netherlands,2008,29.3,54102,16568105,EU,OECD,High income
13066,Netherlands,2009,27.2,51851,16626379,EU,OECD,High income
13067,Netherlands,2009,29.92,51851,16626379,EU,OECD,High income
13068,Netherlands,2009,27.18,51851,16626379,EU,OECD,High income
13069,Netherlands,2009,27.6,51851,16626379,EU,OECD,High income
13070,Netherlands,2009,34.64,51851,16626379,EU,OECD,High income
13071,Netherlands,2009,33.7,51851,16626379,EU,OECD,High income
13072,Netherlands,2009,31.8,51851,16626379,EU,OECD,High income
13073,Netherlands,2009,32.14,51851,16626379,EU,OECD,High income
13074,Netherlands,2009,38.71,51851,16626379,EU,OECD,High income
13075,Netherlands,2009,28.3,51851,16626379,EU,OECD,High income
